---new race---
Balladyn Z|0,000|NaN|1,000|NaN
Forla|0,000|1,554|1,000|1,554
Eskariolla|0,000|1,230|1,000|1,230


---new race---
Nemezis|0,000|0,833|1,000|0,833
Country Girl|0,000|1,732|1,000|1,732
Bob The Lion|0,000|0,568|1,000|0,568
Wallenrod|0,000|NaN|1,000|NaN
Dżeser|0,000|1,732|1,000|1,732
Be My Winner|0,000|NaN|1,000|NaN
In Polonia|0,000|NaN|1,000|NaN


---new race---
Alkora|0,000|2,292|1,000|2,292
Selrima Jr|0,000|1,622|1,000|1,622
Narita|0,000|1,932|1,000|1,932
Huerta|0,000|1,702|1,000|1,702
Sugar|0,000|0,924|1,000|0,924
Fire Fly|0,000|1,948|1,000|1,948
Ninoczka|0,000|NaN|1,000|NaN


---new race---
Just Gold|0,501|1,151|0,701|1,151
Dystans|1,199|2,190|2,253|2,190
Lion Cut|0,543|0,543|1,040|0,543
Novitor|0,878|0,980|3,400|0,980
Theskyisnolimit|0,568|0,568|6,292|0,568
Gardemarin|4,242|2,247|2,171|2,247
Time of Glory|0,935|0,655|2,317|0,655


---new race---
Victory Kossack|0,000|2,974|1,000|2,974
Fikats De Bozouls|0,000|2,352|1,000|2,352
Athea|0,000|0,924|1,000|0,924
Zolix|0,000|2,469|1,000|2,469
Salm Andex|0,000|5,319|1,000|5,319
Gabonn|0,000|NaN|1,000|NaN
Echmeda|0,000|2,002|1,000|2,002
Wildar Bs|0,000|2,002|1,000|2,002
Amani|0,000|2,353|1,000|2,353


---new race---
Trenta|2,012|1,702|2,429|1,702
Silver De Cerisy|1,869|1,869|2,357|1,869
Nuweliya|0,000|0,485|2,168|0,485
Elusive Star|0,000|0,655|4,905|0,655
Speedy Szumawa|0,062|1,027|1,782|1,027
Komandor|0,451|1,066|1,355|1,066
Synastria|0,000|0,558|1,000|0,558
Amoreena|0,275|0,645|2,045|0,645


---new race---
Purhib|3,598|3,712|2,572|3,712
Amifa|1,890|1,890|4,376|1,890
Aktyw|3,404|2,353|2,935|2,353
Sheblat Al Khalediah|3,375|3,216|6,233|3,216
Dar Duni|1,472|1,607|3,719|1,607
Wilton|2,056|2,264|3,779|2,264
Salman Al Khalediah|2,849|4,146|4,439|4,146
Prospero|2,989|1,838|4,813|1,838


---new race---
Sabella|0,000|0,882|1,000|0,882
Gmared|0,000|NaN|1,000|NaN
Pontarion|0,000|1,992|1,000|1,992
Akwantario|0,000|1,992|1,000|1,992
Faiga De Bozouls|0,000|2,256|1,000|2,256
Sadyba|0,000|NaN|1,000|NaN
Khayyaam|0,000|1,372|1,000|1,372


---new race---
Interview|0,000|1,550|1,000|1,550
Green Diams|0,000|0,742|1,000|0,742
Vadis|0,000|NaN|1,000|NaN
Koryo|0,000|NaN|1,000|NaN
Legionista|0,000|1,552|1,000|1,552
Nossferatu|0,000|NaN|1,000|NaN


---new race---
Zahrina|0,000|NaN|1,000|NaN
Awantura|0,000|NaN|1,000|NaN
Oktava Jr|0,000|1,622|1,000|1,622
Elegantka|0,000|2,292|1,000|2,292
Winnica|0,000|NaN|1,000|NaN
Husila Jr|0,000|1,622|1,000|1,622
Orange|0,000|NaN|1,000|NaN


---new race---
Basalah Al Khalediah|0,000|3,235|1,000|3,235
Albar|2,755|2,755|2,210|2,755
Himera Jr|1,435|1,622|3,097|1,622
Sunny Amber Krf|0,559|1,042|1,380|1,042
Wunderfitz Von Südbaden|1,521|1,273|2,611|1,273
Addis|1,268|1,932|3,337|1,932
Muszkiet|1,288|0,880|3,619|0,880


---new race---
Kaszi|0,375|0,283|1,157|0,283
Calmir|2,093|2,093|4,906|2,093
Ujoor|0,000|3,643|1,000|3,643
Easy Go|0,745|0,704|5,383|0,704
Urugwajka|1,292|0,883|0,457|0,883
Vilnele|2,687|2,687|5,295|2,687
Freddyisready|0,392|0,392|3,073|0,392
French Flair|1,848|1,383|1,857|1,383


---new race---
Hadir|1,232|1,861|3,460|1,861
Monther Al Khalediah|2,578|3,216|5,984|3,216
Severina|3,270|2,238|4,457|2,238
Letus Jr|1,762|1,762|2,967|1,762
Najat Von Südbaden|1,372|1,372|3,952|1,372
Pio|1,666|1,838|6,796|1,838
Mina Maia|4,520|4,520|3,237|4,520


---new race---
Emperrato|0,000|4,685|1,000|4,685
Black Sail|0,000|NaN|1,000|NaN
Ramiro|0,000|NaN|1,000|NaN
Nickie|0,000|0,702|1,000|0,702
Isolin|0,000|4,467|1,000|4,467
El Nancy|0,000|1,469|1,000|1,469
Karyntia|0,000|1,683|1,000|1,683


---new race---
Magister|0,000|1,293|1,000|1,293
Król Dżungli|0,000|0,888|4,952|0,888
Speedy Szumawa|0,062|1,093|1,782|1,093
Moon Star|0,000|0,641|1,000|0,641
Sen O Warszawie|0,000|0,477|1,000|0,477
Vologda|0,000|2,145|4,250|2,145
Wall Street|0,000|0,760|1,000|0,760
Dekret|0,000|3,958|1,000|3,958
Nico|0,000|0,477|1,996|0,477


---new race---
Grossier|0,000|NaN|1,000|NaN
Bint Marshal|0,000|1,948|1,000|1,948
Alex Dream|0,000|1,626|1,000|1,626
In Time|0,000|4,471|1,000|4,471
La Belle De Mai|0,000|NaN|1,000|NaN
Pharrell|0,000|NaN|1,000|NaN
Zvezdan|0,000|NaN|1,000|NaN


---new race---
Emmea|0,000|1,823|1,000|1,823
Etna|0,000|0,384|1,000|0,384
Daggara|0,000|1,548|1,000|1,548
Cerodena|0,000|NaN|1,000|NaN
Escala|0,000|1,400|1,000|1,400


---new race---
Monarcha|0,000|NaN|1,000|NaN
Camal Galib|0,000|0,899|1,000|0,899
H Embition H|0,000|NaN|1,000|NaN
Złota Ola|0,000|1,554|1,000|1,554
Pop Art|0,000|NaN|1,000|NaN
Pasawa|0,000|NaN|1,000|NaN
Elgiana|0,000|1,620|1,000|1,620
Wiktora|0,000|1,230|1,000|1,230


---new race---
Om Marakesh|0,000|2,008|1,000|2,008
Sorglos Von Südbaden|0,000|3,403|1,000|3,403
H Patricia H|0,000|NaN|1,000|NaN
Asirah|0,000|2,729|1,000|2,729
Makalfa Mk|0,000|2,023|1,000|2,023


---new race---
Subiectum|2,148|1,115|2,556|1,115
Party Animal|1,538|1,538|3,378|1,538
Salinger|0,000|0,313|3,000|0,313
Fuengirola|0,207|0,715|3,583|0,715
Elusive Star|0,000|0,648|4,905|0,648
Wild Lily|3,780|2,298|0,951|2,298
Fastwayout|0,739|1,341|2,600|1,341
Sopran Tamo|1,202|0,545|6,892|0,545


---new race---
Lanaphor|0,000|1,907|3,714|1,907
Sumidero|1,456|0,684|1,760|0,684
Sorbet|0,000|0,316|1,333|0,316
Izis|0,345|0,984|14,030|0,984
Ukraina|0,345|1,347|1,652|1,347
Time of Glory|0,944|0,650|2,317|0,650
Felix|0,161|1,440|2,107|1,440
Miss Kossakówna|0,855|0,483|3,330|0,483


---new race---
Lady Laila|0,000|NaN|1,000|NaN
Street Bird|0,000|NaN|1,000|NaN
Burkina Faso|0,000|1,644|1,000|1,644
Mimosa|0,000|2,247|1,000|2,247
Talkonya|0,000|2,247|1,000|2,247
Tirsa|0,000|NaN|1,000|NaN
Integracja|0,000|0,929|1,000|0,929
Bocca|0,000|NaN|1,000|NaN
Ode To Angel|0,000|2,049|1,000|2,049
Travilla|0,000|NaN|1,000|NaN


---new race---
Penang|0,000|1,370|1,000|1,370
Dżabir|0,000|1,194|1,000|1,194
Belloren|0,000|1,366|1,000|1,366
Paramus|0,000|NaN|1,000|NaN
Peleng|0,000|NaN|1,000|NaN
Abakus|0,000|0,239|1,000|0,239
Wostok|0,000|NaN|1,000|NaN


---new race---
Mukhadar|0,000|NaN|1,000|NaN
Chad|0,000|NaN|1,000|NaN
Vent D'est|0,000|NaN|1,000|NaN
Brave Joanna|0,000|2,153|1,000|2,153
Syron|0,000|1,313|1,000|1,313
Meherbaan|0,000|1,139|1,000|1,139
Dark Blue|0,000|1,474|1,000|1,474
Magic Life|0,000|4,476|1,000|4,476
Taraka|0,000|1,702|1,000|1,702


---new race---
Mazovia Queen|2,817|3,835|8,014|3,835
Fortune Teller|1,886|2,419|2,454|2,419
Pianissima|0,000|2,246|4,085|2,246
Javorka|0,295|1,066|2,361|1,066
Mexican Moon|1,006|0,763|4,516|0,763
Tartaria|1,376|2,247|2,433|2,247
Księżna Anna|0,000|0,486|6,000|0,486


---new race---
Jouri Al Kharrat|0,000|NaN|1,000|NaN
Sonella Jr|0,000|1,674|1,000|1,674
Boy Mugatin|2,723|2,890|5,629|2,890
Wadi Kahil|1,524|1,838|3,712|1,838
Haneczka|0,891|1,801|2,379|1,801
Tornado|0,000|1,176|1,906|1,176


---new race---
Rainbow Rakti|0,000|1,019|1,000|1,019
King Artur|0,744|1,149|0,125|1,149
Celadon|0,000|NaN|1,000|NaN
Mimir|0,423|0,423|0,328|0,423
Fangoria|0,558|1,149|9,456|1,149
Zinedine|0,454|1,008|2,516|1,008


---new race---
Rakisz|0,109|0,724|0,925|0,724
Tebinio|2,395|2,155|8,367|2,155
Diora|0,000|0,862|1,000|0,862
Zryw|0,423|0,658|0,678|0,658
Semla|0,000|0,294|6,000|0,294
Tanatos|0,655|0,730|2,881|0,730
Symetria|0,246|0,981|0,981|0,981
Calgary|0,000|0,294|5,025|0,294
Infantidzi|0,403|0,981|1,787|0,981


---new race---
Haad Rin|0,109|0,641|1,217|0,641
Dallina|0,255|0,381|2,270|0,381
Idol|0,267|0,823|0,875|0,823
Hey Calming|0,000|0,601|1,000|0,601
Nagroda|0,532|0,381|1,577|0,381


---new race---
Kazal|0,498|0,498|1,500|0,498
Remus|0,381|0,260|0,682|0,260
Zew|0,602|0,600|2,115|0,600
Kolada|0,131|0,426|2,222|0,426
Vabank|0,000|NaN|1,150|NaN
Dabadiyan|0,000|2,629|1,000|2,629
Saldana|0,000|0,673|5,112|0,673


---new race---
Linovsky|0,984|1,140|2,405|1,140
Indira|0,000|0,434|3,516|0,434
Nebo|2,368|0,803|1,750|0,803
Sorreno|0,000|1,140|6,361|1,140
Bailando|1,344|0,685|1,795|0,685
Sygryd|0,000|1,140|5,250|1,140
Muza Degasa|0,000|1,891|2,577|1,891


---new race---
Larry Strikes|0,000|1,058|1,000|1,058
Una Emocion|0,000|0,360|1,000|0,360
Story of Spirit|0,000|0,789|1,000|0,789
Mr Kossak|0,000|0,486|1,000|0,486
Neapol|0,000|0,980|1,000|0,980
Frozen Bronze|0,000|NaN|1,000|NaN
Top Safety|0,000|0,504|1,000|0,504


---new race---
Tagra|3,450|2,012|2,812|2,012
Big Mago|0,000|0,795|0,625|0,795
Nider|0,632|0,847|2,912|0,847
Arizona Ranger|0,000|NaN|1,000|NaN
Key To Life|0,919|1,226|1,621|1,226


---new race---
Pagani|0,000|1,682|1,000|1,682
Oman|0,000|1,972|1,000|1,972
Forla|0,000|1,554|1,000|1,554
Sukcesja|0,000|0,987|1,000|0,987
Efina|0,000|NaN|1,000|NaN
Kopra|0,000|0,899|1,000|0,899
Zorilla|0,000|1,620|1,000|1,620


---new race---
Ordonka|0,000|NaN|1,000|NaN
Garry|0,000|1,207|1,000|1,207
Evimia|0,000|NaN|1,000|NaN
Okinawa|0,000|1,735|1,000|1,735
Wyżlica|0,000|NaN|1,000|NaN
Girella|0,000|1,565|1,000|1,565


---new race---
Hipster|0,555|0,625|0,932|0,625
Zarra|2,017|0,893|5,069|0,893
Jam Romana|0,000|NaN|2,167|NaN
Incognito|4,086|2,839|3,563|2,839
Calgary|0,000|0,312|5,025|0,312
Rex|0,000|NaN|3,000|NaN


---new race---
Khayyaam|0,000|1,372|1,000|1,372
Doris Race|0,000|NaN|1,000|NaN
Daggara|0,000|1,512|1,000|1,512
Makalfa Mk|0,000|2,019|1,000|2,019
Indianka|0,000|1,716|1,000|1,716
Escala|0,000|1,375|1,000|1,375


---new race---
Tutti Frutti|0,000|0,501|1,000|0,501
King Age of Jape|0,000|NaN|1,000|NaN
Ranger|0,000|1,137|1,000|1,137
In Polonia|0,000|NaN|1,000|NaN
Diablo|0,000|1,539|1,000|1,539
Uwertura|0,000|0,709|1,000|0,709


---new race---
Danot|0,000|1,626|1,000|1,626
Jam Babinicz|0,429|0,908|1,595|0,908
Syberia|0,000|0,444|6,242|0,444
Tessa|0,000|1,488|1,043|1,488
Agatek|0,510|0,324|1,617|0,324
Dorrado|0,000|NaN|1,000|NaN
Javari|0,000|1,137|6,000|1,137


---new race---
Phia|0,000|1,143|1,000|1,143
Wentisca|0,000|1,412|1,000|1,412
Mahira|0,000|1,366|1,000|1,366
Widlica|0,000|NaN|1,000|NaN
Gh Warisa|0,000|0,983|1,000|0,983
El Yasmin|0,000|NaN|1,000|NaN
Zirgina|0,000|1,932|1,000|1,932


---new race---
Aktyw|3,386|2,336|2,935|2,336
Sekretarka|1,803|2,925|2,214|2,925
Ussam De Carrere|2,835|4,496|9,065|4,496
Amifa|1,850|1,850|4,376|1,850
Guerro|3,000|1,782|3,254|1,782
Salman Al Khalediah|2,832|4,076|4,439|4,076


---new race---
Blue Connoisseur|1,985|1,985|4,112|1,985
Dilong|1,440|1,467|2,583|1,467
Alfea|6,468|1,908|1,679|1,908
Jalapena|2,815|1,083|1,656|1,083
Shalkar|0,612|1,538|1,738|1,538
The Auld Hoose|0,000|1,626|1,000|1,626
Varese|0,000|1,234|1,943|1,234
Atman|4,167|4,167|2,306|4,167
Dazeekha|0,000|NaN|1,000|NaN
Saldana|0,000|0,804|5,112|0,804


---new race---
Wildar Bs|0,000|2,002|1,000|2,002
Hermes|0,000|NaN|1,000|NaN
Elgin Jr|0,000|2,002|1,000|2,002
Selrima Jr|0,000|1,674|1,000|1,674
Ming|0,000|NaN|1,000|NaN
Zejdar Bs|0,000|2,002|1,000|2,002
Ghazantario|0,000|2,002|1,000|2,002
Awantura|0,000|NaN|1,000|NaN
Mister Mergis|0,000|NaN|1,000|NaN
Narita|0,000|2,002|1,000|2,002
Escada South|0,000|NaN|1,000|NaN
Zadatok|0,000|NaN|1,000|NaN


---new race---
Xawery|11,968|11,968|3,992|11,968
Time of Dream|3,930|1,977|2,032|1,977
Nikus|3,748|2,177|2,902|2,177
Umberto Caro|6,732|2,336|2,514|2,336
Kokshe|8,276|6,220|7,592|6,220
Pipasol|0,935|1,402|0,990|1,402
Kenyatta|2,670|2,670|2,185|2,670


---new race---
Gared|1,153|0,645|2,079|0,645
Indigo Ocean|1,085|1,085|2,734|1,085
Ujoor|0,000|3,765|1,000|3,765
Trojka|0,000|1,474|1,000|1,474
Lafayett|1,063|0,658|0,937|0,658
Nider|0,746|1,066|2,912|1,066
Dystans|1,189|2,156|2,253|2,156
Naos|0,000|0,907|5,390|0,907


---new race---
Salam Al Khalediah|0,000|5,270|1,000|5,270
Almiza|6,778|3,336|1,334|3,336
Lazom Al Khalediah|0,000|3,336|1,000|3,336
Mohacz|4,389|4,128|5,242|4,128
Zahaab|1,017|1,017|6,089|1,017


---new race---
Torrent|0,000|NaN|1,000|NaN
Rebel|0,000|NaN|1,000|NaN
Legionista|0,000|1,565|1,000|1,565
Bocca|0,000|NaN|1,000|NaN
Jiffy|0,000|NaN|1,000|NaN
Silver Grey|0,000|NaN|1,000|NaN
Oceanika|0,000|1,281|1,000|1,281


---new race---
Octobermen|0,000|1,113|5,196|1,113
Big Red|0,000|0,899|2,602|0,899
San Escobar|0,000|11,644|1,000|11,644
Koniak|0,583|0,483|1,528|0,483
Peregrino|0,059|0,059|1,028|0,059
Jansen|0,377|0,984|2,102|0,984
Zawieja|0,000|1,305|1,000|1,305
Bergen|0,000|0,774|5,750|0,774


---new race---
Etorio|1,595|2,008|3,778|2,008
Malala|0,000|2,729|4,810|2,729
Boy Mugatin|2,748|2,898|5,629|2,898
Dar Duni|1,472|1,592|3,719|1,592
Hadir|1,260|1,854|3,460|1,854
Marsat|1,263|0,813|5,835|0,813
Pharma|0,000|NaN|1,000|NaN


---new race---
Mosanto|2,840|1,838|3,522|1,838
Hipster|0,561|0,632|0,932|0,632
Thorn|1,024|2,776|3,515|2,776
Percy|1,481|2,191|3,818|2,191
Turion|0,000|1,305|3,476|1,305
Circle Centuria|1,689|2,191|2,783|2,191
Masai Princess|0,000|0,370|2,710|0,370
Lion Cut|0,540|0,540|1,040|0,540
Deklaracja|0,000|0,483|4,489|0,483
Javorka|0,290|1,057|2,361|1,057


---new race---
Classical Intikhab|0,000|3,474|2,637|3,474
Tahir|0,000|1,408|1,000|1,408
Augusta|0,378|1,040|0,866|1,040
Sinfonia Varsovia|0,000|NaN|1,000|NaN
Clouds Blue|2,112|1,222|8,682|1,222
Dance With Molly|0,000|2,247|4,330|2,247
Celtic Song|1,032|1,903|2,528|1,903
Król Dżungli|0,000|0,909|4,952|0,909
Dakard|0,550|0,538|2,387|0,538
Rex|0,000|NaN|3,000|NaN
Commodus|0,000|2,190|1,000|2,190


---new race---
Sweet Dream|4,601|3,552|3,410|3,552
Shahad Athbah|5,800|2,907|6,263|2,907
Rammas Al Khalediah|4,844|6,672|3,175|6,672
Sahm Al Khalediah|0,000|3,031|1,000|3,031
Saudi Al Khalediah|3,886|6,672|4,917|6,672
Nesma Al Mels|4,073|3,725|5,092|3,725
Burkan Al Khalediah|5,059|4,503|5,706|4,503


---new race---
Targa|0,213|1,046|1,739|1,046
Naf|0,828|0,776|3,227|0,776
Elusive Star|0,000|0,634|4,905|0,634
Guarda|0,349|0,349|0,428|0,349
Miss Mazovia|0,000|0,800|5,736|0,800
Razyana|1,460|1,926|9,029|1,926
Syberia|0,000|0,434|6,242|0,434
Turnera|0,230|1,046|2,250|1,046


---new race---
Plontier|0,000|11,873|1,000|11,873
Adorator|0,000|4,467|1,000|4,467
Nickie|0,000|0,702|1,000|0,702
Burkina Faso|0,000|1,683|1,000|1,683
Dragon Fire|0,000|0,313|1,000|0,313
Torys|0,000|NaN|1,000|NaN
Diarado|0,000|1,308|1,000|1,308


---new race---
Step To Hope|3,864|4,416|0,857|4,416
Moon Star|0,000|0,650|1,000|0,650
Silver De Cerisy|1,806|1,806|2,357|1,806
Sen O Warszawie|0,000|0,483|1,000|0,483
Speedy Szumawa|0,063|1,082|1,782|1,082
Iwillbefamous|1,008|2,196|3,304|2,196
Monte Luppo|0,135|0,917|1,407|0,917


---new race---
Grants Black|0,000|5,758|1,000|5,758
Mój Słodki|0,000|0,966|1,000|0,966
Hornet|0,000|2,172|1,000|2,172
Fleur Des Dunes|0,000|NaN|1,000|NaN
King Royal|0,000|1,137|1,000|1,137
Szafirka|0,000|1,319|1,000|1,319


---new race---
Cerodena|0,000|NaN|1,000|NaN
Pustynna Palma|0,000|1,528|1,000|1,528
Monarcha|0,000|NaN|1,000|NaN
Elgiana|0,000|1,512|1,000|1,512
Tatra|0,000|NaN|1,000|NaN
Aluta|0,000|NaN|1,000|NaN
Amarillo|0,000|NaN|1,000|NaN


---new race---
Rakija|3,975|4,467|1,583|4,467
Danot|0,000|1,650|1,000|1,650
Party Animal|1,538|1,538|3,378|1,538
Subiectum|2,148|1,115|2,556|1,115
